block,amount
6143357,15252.2122
6143357,76261.0609
6143359,10774.2800
6143360,15889.9661
6143361,9661.7532
6143361,127.1283
6143363,20340.5331
6143363,889.5251
6143391,38.5352
6143401,21.9377
6143537,4.9295
6146461,317.8690
6146470,38.0742
6146506,3326.6608
6149289,0.0000
6158399,2563.0830
6167997,0.0000
6168110,2579.6111
6168134,1677.0878
6175466,0.0000
6195421,26734.2880
6195465,26.0678
6195473,182.1432
6219366,199.9111
6275648,328.8300
6275670,661026.3819
6275849,3517.0000
6275849,1125.9906
6275851,1747.3818
6275853,1403.0080
6275853,1985.4220
6275863,5.4805
6275903,164.4150
6275911,84.3800
6275920,186.3370
6277378,21297.2230
6277379,21164.4088
6277387,164.4150
6277389,74121.4530
6277390,2440.5714
6277392,31060.0175
6277394,12057.1000
6277398,273.6162
6277398,30960.7577
6277400,27373.5689
6277400,5.4805
6277402,5.4805
6277402,35614.0719
6277405,35738.6321
6277406,35851.8994
6277406,2430.1685
6277408,31081.9527
6277410,243016.8532
6277411,35962.7244
6277412,36452.5280
6277413,36057.6922
6277415,1.0961
6277415,36193.5583
6277415,157875.6260
6277416,1.0961
6277417,31061.3512
6277419,30285.9062
6277422,24288.5578
6277422,35919.4552
6277425,36034.4022
6277425,1214.4279
6277426,3566.9689
6277427,49791.5436
6277428,1340.2117
6277432,3562.3856
6277433,14.5081
6277434,1.0961
6277435,2501.0204
6277436,21762.1350
6277436,1.0961
6277437,23409.2858
6277438,36194.5614
6277440,12652.6109
6277443,23477.8730
6277446,31352.2870
6277450,13744.5505
6277451,31290.2140
6277454,36187.1175
6277455,60.8884
6277457,19601.8876
6277458,723.3974
6277459,11752.5958
6277461,19552.2728
6277461,120.5662
6277462,7233.9739
6277463,15543.4700
6277465,118.1564
6277465,723.4065
6277466,30966.6478
6277467,7234.0654
6277470,14472.6089
6277473,13629.5441
6277482,74.6835
6278717,560374.7511
6278718,1096.1000
6278722,31607.0197
6278724,1.7647
6278756,2262.9917
6278759,87.6880
6278762,8.7688
6279066,1521.8910
6279070,818.5938
6279074,284996.9610
6279075,93.2715
6279077,232837.5860
6279080,31424.3204
6279082,109610.0000
6279088,1890.0000
6279088,31132.2970
6279090,228728.7389
6279090,35904.0407
6279092,16865.4167
6279092,36069.7926
6279094,3327.9488
6279094,6639.2571
6279094,28307.4494
6279095,1029.2379
6279096,31263.4684
6279097,1029.2379
6279097,6642.5506
6279097,46856.3680
6279097,9644.1354
6279101,35957.5066
6279101,6766.4042
6279101,24838.8264
6279103,67843.3514
6279103,36099.6873
6279103,56.5361
6279105,33470.1260
6279106,31089.3711
6279107,22.6145
6279108,11307.2252
6279108,6781.1736
6279108,24812.6967
6279109,30925.9249
6279110,6807.3033
6279110,24713.1391
6279111,17864.0013
6279112,6906.8609
6279112,24396.3882
6279114,898.8020
6279114,28000.5808
6279120,657.6600
6279132,526.4239
6279149,398.9804
6279156,235.6615
6279179,23121.6705
6279183,16765.7376
6279183,4926.5866
6279185,891.2275
6279187,150165.7000
6279188,38363.5002
6279188,36171.7023
6279188,16659.5801
6279188,16715.6127
6279188,16753.6912
6279188,6963.4078
6279190,38363.5000
6279193,2953.0775
6279196,876.8800
6279207,2704.8636
6279210,46221.8821
6279220,31370.4592
6279222,55363.7766
6279224,38000.0000
6279224,35751.4425
6279226,31620.0000
6279230,35864.0999
6279231,6922.2405
6279232,24663.1671
6279232,42953.1445
6279233,6956.8329
6279233,171.8126
6279235,24584.7573
6279237,38549.6700
6279237,21133.6190
6279237,7035.2427
6279238,56202.2717
6279242,298857.4256
6279245,8629.4062
6279245,35891.3867
6279248,36070.5756
6279249,7037.7283
6279249,56118.5292
6279249,1491.0195
6279250,30903.3988
6279253,85231.2230
6279253,35688.8906
6279257,36185.9960
6279257,850.8689
6279259,3116.2099
6279260,21271.7237
6279260,59.5608
6279262,31039.5456
6279262,7121.4708
6279262,54914.6843
6279264,35894.2391
6279265,478.6138
6279265,2010.1779
6279266,40982.4333
6279267,7192.3195
6279267,24410.2430
6279269,7209.7570
6279269,24334.0857
6279269,27632.2593
6279270,70.1434
6279271,30576.9954
6279271,3113.8455
6279274,31098.4637
6279275,10627.7920
6279279,31620.0000
6279280,2083.0472
6279282,31293.5570
6279284,31068.1096
6279286,27632.2593
6279287,7285.9143
6279287,24251.1744
6279292,17048.5656
6279292,28868.4964
6279293,3474.6699
6279293,4262.1414
6279295,10424.1050
6279297,7368.8256
6279297,13264.0820
6279298,4269.3918
6279298,2198.7368
6279300,17077.5672
6279302,3127.2315
6279306,3128.6865
6279309,30168.8708
6279309,4912.0849
6279312,31219.2675
6279313,10924.8845
6279313,9002.1337
6279320,12000.0000
6279322,3920.3655
6279326,32687.8723
6279326,7670.3223
6279326,38819.1135
6279330,404.1953
6279335,39329.5844
6279335,5495.1839
6279340,5462.4423
6279341,13109.8615
6279349,8752.9186
6279350,4040.3472
6279351,9998.0213
6279354,196.9407
6279357,10941.1483
6279362,9414.2324
6279377,3212.4218
6279380,10461.8173
6279381,7680.8865
6279382,30116.1761
6279385,3252.6889
6279387,55508.3754
6279393,31620.0000
6279399,10102.2637
6279404,4128.1020
6279406,3261.8554
6279416,7857.4200
6279417,2465.7566
6279423,3257.9269
6279423,55.5835
6279423,2690.2407
6279428,2001.0055
6279432,10485.7350
6279433,4162.7585
6279445,22.2334
6279447,3257.0903
6279451,10665.1086
6279465,3255.8050
6279468,10871.6655
6279468,4192.0714
6279469,4447.8211
6279471,3257.9269
6279478,11108.7454
6279482,989640.1960
6279491,20039.3299
6279492,11445.1473
6279495,3261.8554
6279497,3184.0269
6279500,9996.7215
6279502,496.9865
6279505,3257.0903
6279506,11665.9607
6279506,2334.5064
6279508,4313.2786
6279510,947.1426
6279520,1914.2953
6279521,420.2112
6279524,177.7917
6279525,3255.7080
6279527,22223.9591
6279534,33.3359
6279537,4397.2326
6279538,11803.8573
6279540,355.5833
6279547,3255.7080
6279549,11874.8314
6279549,444.4792
6279565,3258.2906
6279565,222.4159
6279566,444.8318
6279570,4450.5419
6279570,15569.1120
6279579,12139.4034
6279581,35586.5417
6279593,3258.2906
6279595,11807.4921
6279599,4448.3177
6279601,3258.2906
6279605,5041.6584
6279607,221.0073
6279614,4523.9391
6279616,3258.2906
6279616,1601.3944
6279619,3258.2906
6279623,3258.2906
6279632,2003.9330
6279635,5248.5074
6279635,446.2074
6279636,190.9544
6279638,3268.3665
6279641,3268.3665
6279642,446.2074
6279643,1089.4555
6279646,3268.3665
6279646,2034.3784
6279650,1542.5507
6279651,249.0981
6279652,218.4162
6279654,3275.0231
6279657,961.0450
6279658,19491.6765
6279669,4670.3388
6279671,3337.4790
6279673,1115.0302
6279681,499.6902
6279691,3962.8815
6279696,2281.6903
6279699,3344.6085
6279700,4817.3004
6279702,10045.5553
6279718,3346.9729
6279719,2490.3172
6279720,3883.9810
6279728,151.0183
6279729,4912.0936
6279736,3345.7361
6279744,3345.7361
6279744,3425.7757
6279745,9843.3956
6279753,157.7912
6279755,3345.7361
6279759,3345.7361
6279761,456.7701
6279775,4954.2852
6279782,3344.6085
6279807,3344.6085
6279813,5022.7777
6279816,598.1672
6279831,3344.6085
6279842,5066.1562
6279849,3344.6085
6279874,3344.2811
6279877,5159.2575
6279886,11473.8783
6279891,3342.8989
6279892,2416.5466
6279895,3342.8989
6279900,3342.8989
6279919,3342.8989
6279922,5225.5825
6279926,3342.8989
6279926,228.1914
6279926,228.1914
6279930,3342.8989
6279939,3342.8989
6279945,3342.8989
6279945,159.9622
6279947,12474.4554
6279959,3342.8989
6279961,3342.8989
6279962,1111.3997
6279964,399.1025
6279967,3342.8989
6279968,5325.9867
6279974,162.9254
6279976,525.8323
6279978,365.1062
6279981,3342.8989
6279983,7630.9822
6279983,4816.0547
6280004,165.4177
6280004,161.7364
6280010,5347.1283
6280028,15015.2835
6280034,7641.0866
6280034,5417.9131
6280039,5358.5294
6280057,4718.1444
6280135,5308.3645
6280159,167.1816
6280173,1700.7273
6280239,209.9756
6280269,191.8420
6280294,196.3719
6280305,2103.2438
6280316,200.8718
6280333,205.4773
6280350,1995.5200
6280358,209.9151
6280390,249.6749
6280406,254.8302
6280503,56.8523
6280550,70.9966
6280560,1764.9289
6280570,2921.5636
6280699,1110.0185
6280724,4662.0778
6280734,488.4082
6280735,37683.6994
6280735,8151.6914
6280739,25855.6749
6280739,46500.0000
6280750,27455.6022
6280752,39182.9000
6280752,6682.8836
6280752,9997.7335
6280754,27504.9171
6280756,27499.2512
6280760,27468.2339
6280761,7651.5508
6280764,38012.0077
6280766,27518.5127
6280768,42032.4627
6280770,3773.6923
6280774,27479.0134
6280777,42726.3077
6280782,43147.2944
6280782,2702.6289
6280784,33716.0066
6280785,27498.7927
6280785,7881.7312
6280786,19974.1720
6280792,27550.6956
6280792,8089.9819
6280794,19867.1421
6280798,27502.2946
6280801,1293.3389
6280802,27668.2065
6280805,19225.7966
6280805,8197.0118
6280807,17791.2136
6280816,3790.8208
6280820,37016.2506
6280822,11252.0979
6280824,23380.7305
6280844,37254.7824
6280846,35084.6006
6280849,23222.0301
6280852,21869.2902
6280858,27929.3151
6280861,26302.3645
6280863,55856.4548
6280863,23338.0469
6280870,41775.6731
6280872,19219.5427
6280872,51492.6762
6280874,55625.7327
6280874,3356.7992
6280875,11189.3306
6280878,20924.7856
6287752,164.4150
6287754,164.4150
6287758,965.6534
6287760,843.9970
6287760,610.2680
6287768,164.4150
6287780,112.6777
6295319,5644.9150
6295319,670.9338
6295319,1584.4014
6295322,49324.5000
6295322,10741.7800
6295330,16.4415
6295357,2.1922
6295384,10961.0000
6295474,767.2700
6295474,2926.1047
6295474,19346.4985
6295474,438.4400
6295474,15345.4000
6295474,16920.5067
6295480,21.9220
6295493,3.0789
6295501,767.2700
6295520,1205.7100
6295520,767.2700
6295523,3066.7850
6295524,7523.1406
6295524,5644.9150
6295524,7069.8450
6295524,1218.8711
6295524,152.4456
6295524,7672.7000
6295528,18247.2151
6295528,2413.6122
6295528,522.8945
6295538,26331.0724
6295545,7.6727
6295562,18540.1369
6295562,74.2498
6295562,5720.8600
6295573,2.7403
6295916,119896.2588
6295916,87.6880
6295918,33426.7210
6296121,0.0002
6296131,5480.5000
6296148,290.4665
6296148,661.5512
6296148,82.2075
6296148,29.1495
6296151,45199.8757
6296151,1380.6476
6296151,54.8050
6296151,26306.4000
6296163,21.9220
6296168,997.4510
6296173,54330.0000
6296173,3288.3000
6296173,453.7690
6296173,721.1242
6296181,2398.7202
6296187,1534.5400
6296201,41103.7500
6296201,5940.9016
6296201,102101.7150
6296201,493.2450
6296201,1098.2922
6296204,27639.9759
6296209,38513.1629
6296209,15824.8122
6296209,3156.7680
6296209,2470.3701
6296209,260.8718
6296209,1096.1000
6296221,6118.4302
6296278,1.9949
6296348,1.4688
6296359,8868.0048
6297723,36719.3500
6297723,30746.7677
6297723,548.0500
6297725,24298.9827
6297725,6138.1600
6297725,4186.3347
6297725,438.4400
6297725,832.8912
6297725,27402.5000
6297726,4384.4000
6297726,2807.1210
6297726,548.0500
6297731,36659.0717
6297731,7234.2600
6297746,110.1361
6297812,32.8830
6297814,32.8830
6297814,32.8830
6297821,1.4030
6297821,1.4030
6297831,41.1984
6297840,1.3889
6297851,1.4030
6298092,1.4030
6312611,257.5835
6312611,1315.3200
6312611,246.6225
6312611,277.2475
6312626,274.0250
6312638,10.9610
6312646,4.7785
6312668,1.3920
6313432,14.5343
6313485,662.9980
6313486,254.6131
6315811,18439.0319
6315825,1222.8092
6315825,484.4762
6315831,35.6015
6315836,23.1410
6315839,109.6100
6315839,109.6100
6315844,64.9220
6315857,35.5815
6315862,82411.4835
6315866,77550.0000
6315866,1326.2810
6315866,41323.4990
6315869,27282.9662
6315869,5403.6522
6316703,3288.3000
6316703,768.3661
6316703,876.8800
6316716,49180.0000
6316718,2411.4200
6316719,1002.1163
6316721,10.9610
6316723,1.2824
6316725,1.2824
6316729,6719.9987
6316729,2301.8100
6316758,3.2883
6316773,1.2715
6317005,1.2605
6317014,1.2605
6396680,9280.9361
6421789,692.7352
6443149,1205.7100
6492121,12210.5540
6492129,17062.5652
6492141,20842.7799
6492148,1017.1808
6492148,1479.0897
6492151,372.6740
6492251,49.8617
6492258,2.3555
6492294,52.2042
6492318,52.2042
6492348,55.8045
6492360,55.8046
6492426,4.3759
6493511,42321.1308
6493511,5918.9400
6493512,10961.0000
6493513,6192.9650
6493513,493.2450
6497903,876.8800
6503784,0.8803
6503899,0.0000
6504212,0.0000
6504226,0.0000
6504262,0.0000
6504272,0.0000
6505713,0.8072
6510236,0.0000
6538757,32.8830
6562391,2886.0313
6618181,1.4205
6620972,147.8233
6624832,150.1657
6671619,522.8397
6671713,23.0181
6690340,207.9740
6702288,125.8871
6702292,152.2492
6703588,72.3426
6703612,6686.2100
6703787,11.7831
6703797,134.8203
6703826,1096.1000
6703826,602.8550
6703826,657.6600
6703865,10961.0000
6703874,5480.5000
6703892,3196.5710
6703898,67997.6255
6703898,15468.1632
6703898,14314.4983
6703900,41812.4195
6703906,35591.3827
6703906,44489.2283
6703906,8220.7500
6703906,4045.9295
6703906,1424.9300
6703906,956.8953
6703906,2031.0733
6703906,10961.0000
6703906,100825.4870
6703907,131.5320
6703925,50685.6562
6703940,5590.1100
6704662,569.9720
6704666,657.6600
6704669,13153.2000
6704672,2192.2000
6704677,7823.6506
6704688,13397.0965
6704696,317.8690
6704743,43.8440
6704956,963.6034
6704965,36573.5687
6704965,3704.6645
6704969,38.3635
6704978,44185.7914
6704978,2313.0330
6704978,6022.2584
6704978,3383.6851
6704978,4126.1588
6704978,855.8787
6704978,287.5736
6704979,1330.6654
6705006,208.6279
6709561,25.0240
6709682,4.3844
6730981,3.2880
6731865,1972.7830
6731873,1808.7576
6731874,118363.3442
6731874,2192.2000
6731874,3378.7277
6731874,438.4400
6731884,489.0976
6732050,95.4271
6732070,103.1659
6732162,4.8331
6732168,22.2100
6732274,17799.5679
6732380,2467.3211
6732380,4455.1455
6732380,1534.5400
6732380,1045.6794
6732381,21777.3696
6732383,436.3067
6732383,436.3067
6732385,771.5398
6732394,3304.3893
6732402,1166.3600
6732402,22002.0761
6732403,12.3863
6732408,4801.2063
6732413,70457.8370
6732413,100903.4558
6732413,103539.0438
6732413,76090.0456
6732413,3027.4282
6732413,876.8800
6732413,12158.6724
6732441,2678.0525
6732443,11621.4375
6732452,71452.5123
6732452,92665.9789
6732568,6.8008
6733724,449.3561
6733724,2000.8106
6733856,99.7279
6733896,10.4331
6734530,805.5529
6735076,0.0805
6735145,1739.8722
6735145,1096.1644
6735145,6894.8241
6735196,8549.4129
6735664,6719.5484
6735664,73872.3765
6735664,10121.2833
6735666,2397.9562
6735666,0.2398
6735676,547.9952
6735699,164.4694
6735724,109.6100
6735740,219.2200
6735746,96713.5905
6735746,15977.7778
6735752,56.4030
6735762,17617.8058
6735762,3125.3344
6735762,756.5459
6735776,11113.2903
6735776,329.9084
6735785,219.2530
6735804,945.9186
6735804,5480.0465
6735806,0.5480
6735808,986.3923
6735818,1177.0558
6735818,328.9148
6735826,25755.8067
6735826,37863.6622
6735837,277.8119
6735903,43.8440
6735905,13.1532
6735960,10.9610
6735995,10.9610
6736011,10.9610
6736113,10.9610
6736192,6.5766
6736218,5.4805
6736358,3.2883
6736380,2.1922
6736397,2.1922
6736426,2.1922
6736622,1.0961
6736939,1.0961
6736963,1.0961
6736970,1.0961
6736974,1.0961
6736982,1.0961
6737613,227.3594
6737619,112.8983
6737624,109.6100
6737628,213.5175
6737675,41.4357
6737697,122.9793
6737748,32.8830
6737748,1918.1750
6737780,1686.6896
6737788,5.4805
6737888,328.7971
6737960,29594.7328
6737962,18905.8342
6737962,10406.5567
6737962,121821.1700
6737962,72419.9406
6737962,2082.5900
6737962,1382.8178
6737962,29256.1121
6737962,29256.1121
6737966,41124.9117
6737966,438.4400
6737967,438.4400
6737968,83698.8720
6737968,69089.9793
6737970,27635.9917
6737970,41285.1733
6737970,138.1800
6737972,83699.9999
6737972,7673.7357
6737973,40970.5754
6737974,58.8649
6737974,10068.6573
6737978,10068.6573
6737978,41245.6672
6737978,41850.0000
6737979,41850.0000
6737982,31744.6091
6737982,40766.0190
6737983,83700.0000
6737985,40768.9690
6737986,41845.8209
6737987,41849.9996
6737989,41850.0000
6737989,40842.8579
6737991,41096.4426
6737991,3450.5010
6737991,41850.0000
6737994,41850.0000
6737994,40851.7426
6737996,41850.0000
6737998,40887.3200
6737998,41850.0000
6738000,41236.6832
6738002,41850.0000
6738002,40899.1929
6738003,82543.0404
6738006,40757.1716
6738008,41854.0693
6738009,40718.8770
6738010,89.7130
6738012,41111.3165
6738013,42849.9004
6738013,41850.0000
6738016,40795.5382
6738016,83700.0000
6738018,41200.7862
6738020,41850.1000
6738020,41406.0119
6738021,41850.0000
6738021,40985.4781
6738025,41850.0000
6738025,41284.6433
6738027,41850.0000
6738028,41033.2398
6738030,41850.0000
6738032,40966.1372
6738033,41850.0000
6738034,41169.4348
6738034,68.9975
6738036,41850.0000
6738036,40820.6672
6738036,137.9951
6738037,41850.0000
6738037,391.9059
6738038,41166.4502
6738039,41850.0000
6738039,64857.6746
6738042,41850.0000
6738043,41850.0000
6738046,41850.0000
6738049,41850.0000
6738052,28427.9668
6738053,41850.0000
6738054,27.5990
6738055,67341.5856
6738055,999.9949
6738055,3863.8615
6738056,39776.7251
6738063,965.4406
6738065,27584.0181
6738070,31242.3984
6738071,31871.2894
6738074,31871.2894
6738074,34.4076
6738079,22020.8380
6738082,3853.6466
6738086,498.8540
6738089,500.5560
6738089,500.5560
6738100,82062.4568
6738100,80165.7902
6738108,2.1378
6738108,591.9935
6738111,2161.7723
6738113,3326.2606
6738113,3326.2606
6738114,2637.0420
6738116,1629.1217
6738116,1629.1217
6738116,2714.0243
6738132,135.5563
6738134,877087.9175
6738134,2619.0970
6738143,340.9521
6738146,7124.6500
6738146,2617.1570
6738146,7124.6500
6738146,13483.6653
6738148,2063000.7964
6738160,2211.9858
6738160,17535.9113
6738160,2618.2240
6738162,3237.3990
6738163,809349.7530
6738164,1309.1120
6738166,64756.1975
6738168,60983.9918
6738170,57450.6758
6738172,54084.8850
6738173,72.1623
6738175,50934.3595
6738178,47875.7581
6738179,27043.6417
6738180,45086.8790
6738182,67928.7428
6738186,53876.1995
6738222,287.2400
6738243,347.1565
6738271,17.5004
6738425,10969.1614
6738426,10032.4563
6738426,1.0032
6738445,201.2550
6738463,4713.2300
6738463,45816.9800
6738463,49319.5675
6738463,4.9320
6738467,1489.4624
6738472,9864.9000
6738472,0.1485
6738475,1095.9904
6738475,9457.0483
6738475,1096.9361
6738475,21919.9175
6738478,8190.9536
6738478,5479.9520
6738478,2835.8751
6738479,2521.0300
6738479,0.2836
6738480,986.4900
6738499,98.2982
6738563,25.2103
6738565,498.6756
6738567,197.3479
6738585,3836.3500
6738585,4023.5266
6738585,100831.6688
6738585,97714.1910
6738590,1096.1000
6738590,109598.8114
6738590,41433.5134
6738592,46506.3099
6738593,41661.2922
6738595,41449.8053
6738595,380.3471
6738595,380.3471
6738595,41850.0000
6738597,27585.6330
6738598,46500.0000
6738599,1353.6835
6738600,46500.0006
6738600,41387.0094
6738601,5824.9536
6738601,129443.4138
6738604,8020.2078
6738607,8089.5308
6738609,13354.0069
6738612,8745.1227
6738612,52029.6055
6738617,2334.6930
6738619,93417.0907
6738619,6008.2500
6738619,94267.9810
6738620,121708.1821
6738622,41503.8652
6738624,41714.3982
6738624,225.3094
6738626,2419.0653
6738627,125588.3125
6738630,992.1477
6738631,27482.7061
6738634,626.4113
6738634,31354.9840
6738634,99.7247
6738636,27282.8057
6738637,80748.3146
6738638,13761.8709
6738650,158.9346
6738655,194.0097
6738665,89.4553
6738673,6.3534
6741501,47132.3000
6741501,794.6602
6741501,767.2727
6741501,1101.4375
6741537,55.4321
6742106,109.5579
6742201,1304.1744
6742825,4362.1734
6743169,30.9953
6754683,38.3635
6754892,8885.4008
6754892,456.0753
6754892,2413.9845
6754892,1425.0289
6754904,209.9401
6754906,2191.9808
6754906,1096.2096
6754930,10412.0182
6754941,57794.4140
6754943,36171.3000
6754951,53441.8462
6754954,57661.3055
6754954,2195.7623
6754954,876.7923
6754956,5985.8131
6754956,55848.1489
6754956,71246.5868
6754966,175.3760
6754971,43.8440
6754992,8.8204
6755035,2.1950
6755045,19.2914
6764820,5.2858
6766217,21803.2496
6766217,43783.7985
6766217,17756.4931
6766217,19181.6075
6766217,87509.5051
6766217,13698.9923
6766217,8.7518
6766218,7741.6281
6766218,7942.0351
6766218,8147.4211
6766219,8357.8836
6766219,50109.6382
6766221,284.9575
6766221,354.7019
6766221,416.6981
6766291,15842.5131
6766291,763.1381
6766301,15692.2554
6766302,2718.3280
6766304,18637.0979
6766304,518.0010
6766309,3836.4017
6766483,2490.3693
6766485,1918.0553
6766487,11272.4576
6766602,1623.9930
6766602,2685.4450
6766686,80.7114
6766694,44.1241
6767298,17.9651
6767613,105.3324
6767619,876.8800
6767650,632.4497
6767722,1732.2980
6767736,22988.2797
6767739,6173.2352
6767739,235.6379
6767760,797.9046
6767799,1567.5024
6767827,1972.9800
6767911,767.1933
6767911,6246.1260
6767911,767.8179
6767914,521.7680
6767920,20366.6861
6767924,25028.0245
6767924,771.5553
6767962,257.9054
6767974,0.0258
6768011,110.0985
6768336,37.2674
6769294,33979.1000
6769294,1529.7210
6769294,50462.1058
6769294,51509.6085
6769294,27197.5439
6769294,83909.3283
6769296,40939.4036
6769296,52553.3005
6769296,31146.6995
6769298,41082.7991
6769299,88349.5559
6769301,41854.6500
6769301,40774.5169
6769302,88345.3505
6769303,27210.6697
6769305,88349.9995
6769305,131188.5873
6769305,40830.5038
6769306,41854.6500
6769307,27263.1805
6769307,32732.0532
6769308,13770.7554
6769309,41847.1921
6769309,40890.6607
6769311,41849.9997
6769311,27228.3855
6769312,46499.5350
6769314,41850.4650
6769315,33227.8033
6769316,55120.8695
6769317,415088.8894
6769317,40898.6951
6769318,41851.3271
6769318,2049.8217
6769320,23272.4440
6769320,27267.8795
6769321,46497.6772
6769321,409964.3352
6769325,7174.3759
6769326,46499.9998
6769327,20498.2168
6769329,3004.3500
6769330,27260.2289
6769330,46495.6504
6769333,46499.9996
6769334,27141.9254
6769337,35001.1500
6769338,35871.8793
6769338,19612.9515
6769340,27142.4359
6769342,30747.3251
6769343,27218.2378
6769349,2111.3163
6769352,13297.0731
6769352,577.6447
6769352,577.6447
6769354,438.4400
6769359,51142.5888
6769364,9.7171
6769373,66477.2045
6769380,2127.2705
6769384,20454.5245
6769389,40909.0489
6769402,39180.0405
6769403,35787.5080
6769404,88345.0830
6769406,40257.4569
6769408,33513.1396
6769408,7986.0686
6769408,336.6185
6769414,82392.8164
6769415,5313.4757
6769416,43104.8147
6769418,25545.5561
6769419,41633.5745
6769419,33946.5671
6769419,11914.9864
6769421,3093.1478
6769424,1531.8294
6769425,46097.4578
6769425,6027.5376
6769426,34147.9497
6769427,41382.6074
6769427,7702.0503
6769429,34331.1639
6769430,41329.0030
6769430,7518.8361
6769431,45977.1937
6769432,8000.2419
6769433,41230.4049
6769433,25282.8037
6769433,5207.8357
6769435,34893.8979
6769435,8055.4382
6769435,1092.6244
6769436,3414.2141
6769437,41173.1064
6769438,35269.3786
6769439,7450.1520
6769439,35880.3919
6769441,41043.7049
6769441,10141.3738
6769443,8137.0999
6769444,38165.6478
6769444,4022.7014
6769446,69913.9866
6769446,61044.4472
6769447,47393.8696
6769449,13230.9394
6769449,71745.0740
6769452,26934.0407
6769452,2.6934
6769458,4164.7638
6769464,1370.4024
6769469,1222.0246
6769474,21919.8078
6769521,2.1924
6771238,54.3839
6771248,59.1493
6771270,82.3989
6777196,4.3744
6780691,0.0000
6787472,493.1957
6787475,0.0493
6793108,0.0000
6811049,6.9931
6813026,28.9489
6813026,15.0000
6813468,10.8771
6814920,0.0000
6819677,31.3075
6827798,876.7923
6830267,0.0861
6832036,6.9139
6832053,0.0030
6832118,0.1000
6832289,0.1000
6832293,0.1000
6832315,0.1000
6832333,5.0000
6832382,2.9982
6832810,0.0100
6832829,0.0100
6832840,0.0050
6833415,897.0069
6834149,22.6281
6834714,9644.7154
6834714,1683.4412
6834714,5596.8430
6834716,2396.7488
6834716,435.5700
6834726,4228.2406
6834728,51.3450
6834732,2873.4619
6834732,21043.3028
6834732,10172.8951
6834734,1.0173
6834739,54.8051
6834743,45.0000
6834747,24.5507
6834750,15.0555
6834756,16.1184
6837155,47.9770
6837185,10087.7045
6837363,483.2422
6837691,3288.0194
6837750,1096.4282
6837754,145.8700
6837764,30.9957
6837765,17.0015
6837777,1485.0670
6837809,570.0633
6837948,1096.0473
6839188,6722.9985
6839188,3453.0420
6839221,1460.3342
6839223,803.9687
6839223,931.6722
6839223,317.9304
6839246,38.7685
6839264,14.1578
6839396,6466.9900
6839396,1222.4307
6839398,6.8177
6839401,21.9221
6839413,547.9952
6839413,274.0524
6839418,9836.6926
6839419,1926.2389
6839419,10948.2308
6839426,395.6496
6839426,6689.6471
6839428,23269.2123
6839435,2.3272
6839440,12108.1077
6839474,5.0078
6839548,30696.5132
6839691,3.0644
6839698,3287.9712
6839703,550.5140
6839703,24659.8388
6839704,32030.8121
6839704,11814.4726
6839717,427351.8524
6839717,1753.7600
6839717,1591.8968
6839718,33.9290
6839722,332.0885
6839722,10479.1480
6839722,5821.8529
6839739,17625.2880
6839739,69.6028
6839745,22026.4623
6839747,67.7650
6839752,28570.7468
6839754,8862.2768
6839754,9126.4177
6839757,15.0005
6839761,2068.4842
6839761,2740.1828
6839761,523.0614
6839761,89477.2296
6839761,31503.5451
6839761,31742.1149
6839761,31968.4451
6839763,41193.0241
6839763,32139.3604
6839763,32447.1095
6839763,995.8301
6839764,32661.1189
6839764,9424.7680
6839764,84.4938
6839764,105.6172
6839764,126.7407
6839764,168.9876
6839764,673.2921
6839765,41395.9762
6839765,32991.7551
6839765,7472.3501
6839766,87225.1760
6839766,41530.3603
6839768,41214.0195
6839768,1000.0000
6839768,33377.0213
6839770,34890.0704
6839770,33746.0781
6839770,21271.9006
6839772,40943.0623
6839772,34276.3696
6839772,7234.9037
6839773,41899.7582
6839773,465.0534
6839773,841.8552
6839775,32569.6737
6839775,591.5364
6839775,760.5469
6839775,1000.0000
6839776,83694.8870
6839777,10.9900
6839777,18179.8649
6839778,41749.9210
6839779,49.1705
6839779,40800.7627
6839779,85.2958
6839779,106.6197
6839779,127.9437
6839779,549.9120
6839780,123724.3144
6839780,5540.6771
6839781,3.2880
6839788,9.9968
6839790,176.3229
6839791,70.1610
6840064,6.8631
6840147,32879.7117
6840147,8771.2111
6840147,13719.6508
6840147,23048.2700
6840147,12424.2340
6840147,2198.9230
6840147,7350.4466
6840147,4384.4000
6840147,4822.8400
6840156,2191.9808
6840160,15301.5485
6840160,57541.0256
6840165,290.6977
6840165,493.2247
6840165,653.2801
6840165,1205.6548
6840167,0.1206
6840211,35.7997
6840214,39.9971
6840218,0.0000
6840231,23101.5451
6840231,44399.4361
6840233,41482.5279
6840233,430.6986
6840233,33626.1252
6840234,50163.2983
6840235,569.2630
6840235,569.2630
6840236,33939.9975
6840236,11421.9556
6840236,41181.9263
6840236,48043.7556
6840237,84287.2904
6840237,16418.4087
6840243,0.0000
6840263,3116.8238
6840263,3117.2974
6840263,3116.7166
6840263,54799.8312
6840263,3123.0246
6840263,3115.8287
6840263,3117.0453
6840263,15544.6326
6840263,8166.4763
6840263,9332.5133
6840265,547.9952
6840265,3111.7907
6840266,13.4644
6840268,3142.8222
6840268,3110.0774
6840275,3114.5754
6840275,19524.8008
6840275,3110.5977
6840275,14281.4210
6840275,3110.2378
6840275,3101.1999
6840275,6165.0364
6840275,3109.0328
6840327,364.9545
6840327,3677.0075
