block,amount
6840340,110724.5616
6840340,3062.0978
6840384,60.0400
6840423,6.2497
6843571,297.0134
6846323,0.0333
6859267,28.9940
6861541,2.6187
6862019,3.2773
6866604,0.6456
6887404,18396.3435
6887406,248.0265
6887406,1408.1240
6887406,524.0203
6887407,200.0250
6887412,165.2753
6887445,8258.9730
6887447,301.4691
6887448,2477.6919
6887453,8243.0821
6887459,8243.0821
6887462,4121.5410
6887465,865.5236
6887466,8243.0821
6887466,2700.0000
6887470,1236.5013
6887478,82.0569
6917067,0.4157
6917142,59.9959
6918379,5.4381
6922434,16.7725
6922615,0.0000
6927386,0.8289
6927571,15.3905
6930443,2.4973
6930465,4.6236
6936506,94.7171
6942766,1724.9391
6945809,6.4451
6945855,882.3250
6945855,923.1735
6945855,704.5704
6947053,0.5513
6947251,0.6343
6947251,0.0001
6948074,1677.9613
6948452,0.1681
6954826,0.5637
6954826,0.0001
6954826,0.0000
6954826,0.0000
6954854,0.0000
6954919,0.5436
6954981,0.0001
6963682,0.0000
6963701,998.5487
6963701,1013.5137
6963701,1026.9443
6963701,1034.2151
6963701,1038.1607
6963701,1042.1214
6963703,1508.6042
6963703,361.9798
6963704,1042.4137
6963704,1042.4366
6963704,1042.4595
6963704,1042.4824
6963704,1042.5053
6963704,1042.5282
6963704,1042.5512
6963704,1042.5741
6963705,12114.3502
6963705,678.1869
6963709,4493.7671
6963709,49.4645
6963710,882.4580
6963710,0.0883
6964770,1439.2451
6964770,394.4006
6964781,31.5154
6964788,2380.0691
6964790,7617.0630
6964790,334.4891
6964791,1042.5975
6964791,1045.6749
6964791,1047.6315
6964791,1048.8816
6964791,1050.1332
6964791,1051.3863
6964791,1052.6408
6964791,1053.8243
6964791,1054.8900
6964791,1055.9568
6964791,1057.0246
6964791,1058.0935
6964791,1059.1635
6964791,1060.2346
6964791,1083.2320
6964791,1454.7739
6964792,1500.0000
6964793,618.3863
6964794,555.9959
6964794,228.6148
6964794,2434.6147
6964795,1500.0000
6964796,367.2236
6964796,367.2202
6964796,1066.7893
6964800,13.7170
6964806,80.3646
6985785,256.4874
6987535,29113.8887
6987535,2.9117
7009376,0.6577
7028886,2.1922
7029776,7.5631
7037931,6.5766
7041054,1071.9391
7041054,1105.6523
7041054,1140.4258
7041054,1176.2381
7041054,1212.3531
7041054,1249.5769
7041054,1287.9436
7041055,14862.8769
7041055,10000.4863
7041055,1052.2626
7041056,1376.1744
7041058,69638.0375
7041058,2406.6906
7041058,2560.5263
7041059,5000.5000
7041060,462.6532
7041064,13889.7690
7041064,4050.0000
7041064,605.2719
7041066,4596.3465
7041073,6.5771
7041109,958.9916
7041111,0.0959
7041523,986.3914
7041523,3425.0686
7041588,0.3422
7041626,1327.5142
7041626,1359.9399
7041626,1392.2674
7041626,1424.5113
7041626,1457.5019
7041626,1491.2565
7041627,6782.1206
7041628,0.6783
7041834,4986.7563
7041835,427.9349
7041835,0.0428
7043275,1.9182
7043276,227.9888
7043988,1532.1215
7043988,1575.0036
7043988,1618.9536
7043988,1663.9109
7043988,1709.9826
7043989,17200.3354
7043989,58173.8443
7043990,5.8180
7047296,0.5153
7047296,0.0001
7047297,0.0000
7059991,1864.0601
7059991,1096.1768
7059991,8768.0327
7059991,2480.9837
7059994,2059.6974
7059997,1595.9656
7060001,27.3925
7060009,602.9630
7060011,26.8444
7060048,11.5589
7060065,16547.1274
7060066,16447.4417
7060067,22905.3362
7060075,169.8855
7060082,2.2994
7060657,13038.6012
7060658,5397.3267
7060665,167.2275
7060695,0.5497
7060793,11.9931
7069237,18.7886
7071474,0.0000
7072448,1.6442
7076087,0.9196
7076225,7.8526
7076231,17.2493
7076706,15.0374
7076819,0.0000
7077699,1.7845
7077704,0.8922
7078867,1.0698
7079317,0.8922
7079399,9.8868
7079487,46.5020
7079742,0.0000
7079748,0.8824
7080909,1.9423
7080987,34.4658
7081004,208.9386
7081018,1.6442
7081360,205.3230
7081585,43.0887
7081593,20.2429
7081868,0.0000
7081870,2.4625
7082062,111.5238
7082197,3.5174
7082558,49.1546
7082560,0.8889
7083806,1.7834
7084556,34.4867
7085048,3.3161
7085629,53.3448
7085834,5.0752
7086319,44.4544
7086783,32.0969
7087089,95.9131
7087117,240.6027
7087751,3.4811
7087812,0.0352
7088367,87.6780
7088380,318.6905
7088383,30.6422
7088493,0.0000
7089477,2.2560
7089501,0.5478
7093555,0.9163
7093721,46.0640
7093725,4.3825
7093738,11.2091
7094570,1.8989
7095628,1.8217
7095808,103.1858
7097208,4.0444
7098197,3694.6748
7098212,30.2796
7098355,8.3433
7098440,2.0849
7099220,18.7893
7099591,1.0249
7102022,2.5780
7102034,291.1669
7102036,0.0000
7102036,14.2493
7104236,14.8058
7104632,3.9885
7105886,0.0000
7105971,5.1221
7108407,0.0000
7108638,333.2884
7108638,0.0000
7111005,131.5320
7113639,1179.4036
7114650,8.0700
7114960,4.8191
7114960,1.7245
7114964,0.8638
7114964,0.8593
7114964,0.5185
7114964,0.4056
7114964,0.0000
7114964,0.0000
7114964,0.0000
7118428,13.8290
7118463,2.1839
7124359,14.4367
7124883,42.2066
7125088,0.0042
7125405,25.2078
7125425,8.4315
7127169,5.3275
7132213,9.4400
7132223,3.4282
7133577,32.9798
7133579,41.8219
7134493,51.5157
7134562,13.2314
7134586,3.3717
7134634,15.1203
7134653,24.5561
7136168,7.5480
7136946,1.2845
7136962,19324.8109
7136962,2488.1361
7136962,13392.7000
7136971,6.8199
7137160,1490.3524
7137160,1528.5694
7137160,1567.7665
7137160,1607.9686
7137160,1649.2017
7137160,1691.4921
7137160,247.3418
7137221,6.1306
7137316,635.6744
7137356,591.8982
7137356,110.6622
7137396,17.3799
7137654,136.9988
7137772,13620.6100
7137774,5021.5893
7137774,15000.0000
7137774,20176.3118
7137774,19109.9493
7137994,3.2613
7138880,778.1532
7138885,191.8760
7138934,230.1770
7138941,8.3880
7138951,7.0000
7138956,0.1056
7138962,0.1056
7138967,1.0561
7139064,7.0000
7139392,14.0000
7139634,1430.7730
7139654,98.7821
7139718,120.5688
7139809,35.4343
7142185,0.0036
7143056,0.8479
7151384,35.9000
7151394,7.3850
7155044,3.8871
7156904,7.0000
7156924,0.6736
7159471,7650.0129
7167853,0.7743
7167857,390.8291
7167857,0.0391
7173481,7.0860
7179320,0.6799
7180902,11014.7034
7180902,43.6488
7180903,0.0044
7180934,3623.7739
7180937,0.3624
7180990,7.0000
7181364,0.6727
7183564,1.0253
7184966,2.8449
7189127,3.8926
7201018,326.6378
7208816,7.2040
7208817,5.0657
7216541,5.4476
7221704,61.3755
7221713,16.0000
7224855,4.6609
7231778,18.3465
7231851,110.0341
7231965,109.9388
7234635,9.9481
7236868,515.1155
7237641,104.9706
7240159,158.9292
7243488,2.1801
7245785,10.6267
7248188,5393.6870
7248188,44667.7805
7248188,17202.7468
7248188,21280.8421
7248188,24705.9061
7248189,5626.9081
7248190,5200.0000
7248190,10400.0000
7248190,4376.2245
7248190,5200.0000
7248190,1500.0000
7248191,13780.4346
7248192,5625.0000
7248192,5625.8155
7248193,1500.0000
7248194,4231.6394
7248194,986.7568
7248194,5625.0000
7248194,11305.5425
7248195,8100.3206
7248195,2655.7157
7248197,8100.0000
7248197,11249.6850
7248198,22798.8450
7248199,290.4360
7248199,4274.9794
7248200,5567.3132
7248201,1019.2771
7248201,11248.9769
7248202,2156.2754
7248202,290.6370
7248202,8100.3149
7248202,5426.5849
7248204,5625.0000
7248204,2700.0000
7248204,8100.0000
7248206,5681.4919
7248206,418.3815
7248206,8100.0000
7248207,5625.0056
7248207,5578.9610
7248207,1500.0000
7248208,292.7971
7248208,13724.1900
7248210,2663.6619
7248210,5567.7209
7248211,8156.8068
7248211,5625.2532
7248213,8099.7525
7248215,8100.0000
7248219,8100.0000
7248222,8100.0000
7248223,20050.5128
7248226,2669.8775
7248226,8100.0000
7248229,8101.1951
7248229,5590.8806
7248230,1408.1490
7248231,6681.3920
7248231,2663.0651
7248232,1405.6270
7248233,8099.8581
7248233,5557.5894
7248235,1405.6270
7248236,13780.6819
7248237,5563.7778
7248237,1405.6270
7248238,8100.0000
7248239,2653.3513
7248239,1405.6270
7248240,8100.0000
7248241,1405.6270
7248243,5570.3682
7248244,1405.6270
7248245,8100.5681
7248245,2659.6555
7248247,8100.0000
7248248,5681.4919
7248248,5570.3682
7248249,11249.4431
7248250,8100.3149
7248251,26090.4710
7248252,58.8534
7248253,13723.6334
7248253,5545.1387
7248254,583387.9693
7248255,2652.2183
7248255,5682.0542
7248255,5600.5245
7248256,8099.7582
7248257,5625.2475
7248257,23637.1233
7248258,56.8069
7248260,13723.6332
7248260,30848.8282
7248261,2260.1234
7248261,0.2260
7252179,1566.1853
7260130,0.1790
7261950,35311.6037
7261950,17429.7784
7261950,351.3639
7261990,1500.0000
7261991,28208.3372
7261991,12661.1836
7261993,6746.5947
7261993,32598.4606
7261993,86612.2946
7261993,3305.5796
7261993,10435.2024
7262006,312.3573
7262283,9677.4644
7262285,1500.0000
7262286,6436.7429
7262289,0.6437
7262537,26.3300
7263155,2.5564
7264639,1.0051
7269141,22.3928
7271445,3.0000
7271819,0.2656
7272461,317.8372
7274295,0.0278
7275919,0.8656
7275925,1.5549
7282702,4.5000
7282717,3.6000
7286384,11.0276
7289422,4.4860
7301379,0.1288
7301767,6715.4220
7302446,137.6571
7303336,0.6200
7303347,0.4460
7311692,1.0080
7315985,1.0000
7327300,33.5600
7329194,3.5344
7331142,3.6266
7331145,5.0000
7331145,4362.8590
7331146,0.4363
7331149,1.7914
7331150,0.9000
7341450,49.7439
7341598,0.0050
7346300,30.0000
7348434,2.8217
7355480,0.9663
7355840,15612.3344
7355842,3240.2615
7355843,0.3240
7361404,0.5772
7384814,9.3140
7385519,3.8910
7392970,6.4254
7393585,25.0000
7393591,3.0613
7397419,6.6830
7400654,2.1462
7412808,2.7500
7412809,0.2300
7412811,4.5500
7412814,1.0000
7412827,295.9470
7412829,0.8162
7437017,27.1000
7438144,2.5996
7439305,53.7035
7458056,5.0366
7493165,1.6000
7493201,3.8000
7493783,0.5139
7498021,2.0744
7498074,11.0000
7498081,14711.6294
7498083,1.4713
7498102,175.3585
7498123,12982.0232
7501685,1.3169
7513538,50.2123
7513538,0.0000
7513552,1.0961
7524852,0.0000
7527105,1.3059
7531414,6.0200
7536183,0.5849
7542496,4168.0515
7542496,72.4851
7542497,0.4168
7546068,2352.2009
7546070,874.6878
7546070,2.9974
7546362,9644.7154
7546409,0.9646
7546493,1721.8009
7549473,0.1727
7550239,109.6100
7550290,1534.3865
7550291,0.1535
7573908,7934.9704
7573908,141616.1200
7573908,0.7936
7588515,0.5880
7591102,44.0054
7592181,0.6070
7599080,2.9180
7603889,896.5440
7603889,0.3432
7612921,1.1400
7612922,1.1450
7626857,5.7960
7626866,3.0000
7626971,1.0681
7628907,548.0500
7628908,3.9668
7641354,0.1540
7639142,574.2990
7639143,0.0574
7639180,15869.9408
7639180,1046.0658
7639180,1835.8885
7639182,23.0181
7639186,3148.1088
7639186,515.1670
7639189,1548.7893
7639189,37905.3650
7639189,317.8690
7639189,3014.2750
7639189,21195.8437
7639189,161666.9328
7639189,154557.2297
7639191,7179.4550
7639191,2080.3978
7639191,730.0026
7639192,11596.5440
7639192,72478.4000
7639193,13739.0832
7639195,2196.3591
7639195,3729.0995
7639196,40557.0429
7639196,22633.4383
7639197,238.6119
7639197,0.0042
7639198,109.7628
7639199,1283.3810
7639201,25085.1196
7639202,22846.8942
7639203,8101.4747
7639205,19405.1195
7639208,2090.4278
7658585,1.1930
7658675,0.1755
7696902,3.2360
7699631,0.3166
7703785,0.5770
7706154,0.0545
7708649,15.2389
7715396,0.7100
7715494,3.4230
7715528,0.8410
7716439,1.1537
7716524,0.5897
7722187,10.4340
7722188,1.0027
7725896,2.4190
7725899,0.2325
7727556,41.7581
7742231,149.7799
7742231,0.0000
7744507,1133.3674
7746304,548.0500
7746304,6.5766
7746329,311.2613
7755776,22.1966
7758031,8.0000
7758039,0.0000
7758097,0.7688
7770690,769.4622
7770691,1205.5894
7770694,0.1203
7770696,17971.1747
7770716,1.7967
7771366,27.4244
7772623,92.5003
7774132,977.6234
7774135,0.0976
7775133,94.8126
7775220,0.0000
7775226,22191.8924
7775228,2373.6695
7775229,504.3813
7775229,43.8944
7775257,39876.5143
7775259,3.9755
7777757,28.9956
7786332,1454.6617
7787842,180.8384
7803189,47.3400
7809365,115.0905
7811683,10959.9039
7812100,807.7318
7817352,14.3288
7817778,6.6695
7825195,5499.6798
7825195,0.5500
7833515,949.2226
7833515,3.6785
7833793,14.2493
7844891,447.2088
7863044,1078.4545
7863257,107.8428
7863268,8274.7380
7863291,29780.5692
7863299,93.1685
7863300,5823.6908
7863300,23041.1181
7863300,259.3263
7863302,1560.9821
7863306,1096.8527
7863306,37267.4000
7863307,120397.6125
7863309,1519.6524
7863309,1500.7863
7863310,45990.5229
7863317,166.6072
7863317,751.9246
7863317,753.4840
7863317,7.6727
7885034,2016.6364
7885035,0.2013
7876708,141.6605
7887074,1389.3670
7888754,877.9761
7888754,0.0000
7889344,171.7073
7889344,176.2262
7889345,23222.9530
7889345,178.3667
7889345,38395.7768
7889421,3.8202
7889563,25450.9518
7889564,23728.8355
7889564,44070.3413
7889565,1561.1951
7889565,44068.8159
7889565,1500.7890
7889567,73709.3004
7889567,117987.1625
7889567,9438.9730
7889567,1500.2031
7889568,14674.2229
7889569,1500.7890
7889570,16389.7940
7889570,24569.7668
7889570,117987.1625
7889571,1500.7890
7889572,22508.0036
7889573,7412.0644
7889573,46.8359
7889574,22499.2174
7889574,1500.7890
7889575,22681.8304
7889577,5528.9619
7894301,93.7129
7894650,489.9077
7894652,0.0490
7895375,48.2514
7895375,0.0000
7914298,173.1362
7919501,30.8831
7925717,150.4313
7925786,11475.0343
7925786,13549.7807
7925811,39.6330
7935922,1126.6812
7960900,1.1877
7968529,98.6490
7968531,73.4387
7968531,0.0000
7968532,150471.9503
7980413,199.0846
7980508,39.6375
7981541,12.6000
7992623,1.2258
8017470,35.0752
8027154,115.0905
8035796,5012.3290
8035797,334.3105
8035798,8.1111
8035945,2356.9289
8040983,431.8202
8040984,0.0431
8038444,30350.5534
8038444,6244.8760
8038445,9068.0923
8038445,12888.2156
8038446,155738.3500
8038446,4080.8164
8038447,11210.8580
8038447,132528.3109
8041015,1870.3155
8038448,12887.9992
8041015,979.5445
8038449,1500.8038
8038450,7446.8900
8038451,1500.8038
8038452,7784.7437
8038453,7466.4415
8038453,1500.8038
8038455,1500.8038
8038458,5443.1905
8038458,1500.8038
8038459,4000.9092
8038461,1500.8038
8038464,50.8038
8038465,9017.9488
8038466,100.8038
8038470,486.5465
8038470,100.8038
8038474,3120.0881
8038474,7784.7437
8038476,12887.9031
8038476,100.8038
8038479,1500.8038
8038480,1500.8038
8038484,500.8038
8038485,12887.9031
8038486,1500.8038
8038488,50.8038
8038489,7430.4229
8038492,8109.1080
8038492,500.8038
8038496,486.5465
8038506,12888.3342
8038507,1500.8039
8038509,12888.8799
8038509,1500.8039
8038510,8109.1080
8038516,1971.3907
8038516,1500.8039
8038520,11174.4850
8038522,11148.6205
8038524,8978.9529
8038526,11249.0721
8038527,11145.9842
8038528,11249.0721
8038530,11177.3319
8038530,12401.3853
8038532,11156.6433
8038533,11250.1151
8038534,8939.0472
8038534,9773.8149
8038536,11250.0000
8038539,11167.2335
8038541,16542.4175
8038543,11181.0296
8038544,12889.2454
8038546,11179.6484
8038548,4875.8439
8038549,11250.0000
8038550,12888.8800
8038552,11214.2796
8038557,3770.6526
8038558,1627.8677
8038558,12888.8800
8038565,3900.6752
8038567,1627.8619
8038570,2275.3938
8038573,1627.8561
8038576,3088.0345
8038576,12888.8800
8038578,2263.6489
8038578,2263.6597
8038578,1627.8300
8038583,3532.9271
8038583,3532.9536
8038584,4063.3030
8038589,6947.9281
8038589,6948.0303
8038589,1627.7789
8041176,1902.2852
8041176,21.7248
8038591,7671.4117
8041176,2.2000
8038591,7671.5362
8041176,1940.1025
8041176,4.8975
8038592,6777.6477
8041177,2687.5836
8041177,5.7493
8038595,5201.4666
8038598,7431.8779
8038599,7431.9948
8038600,1062.9114
8041205,854.1140
8041205,520.6475
8041282,54762.6513
8041282,68068.4587
8041284,1500.1409
8041284,2769.8321
8041285,4862.5574
8041286,1500.8041
8041286,2856.6938
8041287,12887.8681
8041287,39736.4096
8041287,137131.3250
8041287,1500.8041
8041288,1500.8041
8041289,12887.8681
8041289,67989.4915
8039079,17777.3088
8041291,22721.7252
8039080,0.1035
8039097,109.6100
8039102,327.1859
8039108,5918.9400
8039108,23584.0160
8039130,188684.2569
8039131,0.0000
8039225,14249.3000
8042119,1128.9165
8042138,3316.7986
8042138,315.0570
8042138,13.5393
8040406,1862.0706
8040407,5919.6474
8040407,0.5920
8050117,29434.5567
8050118,49124.1583
8050118,65176.2759
8057794,10959.9039
8057794,1.0961
8058676,60.2855
8059666,2355.1165
8059666,302.7289
8062271,701.5339
8062279,109.5990
8066299,208.2489
8066300,1645.2461
8066300,1.1169
8069953,161.8408
8070379,373.7860
8070379,438.3962
8070380,77065.2806
8070380,92475.8728
8070380,34248.8442
8070382,3.4254
8070405,9232.4503
8085885,2.8389
8087714,1972.1055
8087714,2047.9962
8087714,2126.8073
8087714,2208.6512
8087714,2293.6447
8087715,45147.5719
8087715,20521.5178
8087715,4.6017
8092098,312.3885
8117792,67.9514
8119100,1405.3990
8119107,111.8022
8125858,222.5083
8126815,25.2970
8127791,5535.3050
8127823,2755.0000
8127823,2928.7073
8127827,1420.5456
8127827,30256.7170
8127827,1096.1000
8127827,19941.9173
8127827,52007.3346
8127827,131483.9870
8127829,2433.0620
8127829,275.0000
8127829,3164.2216
8127831,18502.1680
8127831,12719.1450
8127831,1138.2521
8127831,20379.3111
8127831,49.3248
8127845,22305.6350
8127845,24821.1845
8127845,1666.0720
8127845,13536.8350
8127845,1139.9440
8127845,268544.5000
8127848,129354.3500
8127848,27112.0000
8127848,27000.0000
8127848,27000.0000
8127850,21774.1212
8127850,1500.8632
8127852,445.8132
8127853,9365.9014
8127853,1500.8165
8127854,24489.4273
8127865,1164.0582
8124172,109.6100
8124178,2507.7035
8124178,2590.2927
8124178,2675.6018
8124178,2763.7206
8124178,1190.9515
8124241,28763.2358
8124241,28602.8958
8124241,2778.8104
8124241,2845.7065
8124242,115665.5022
8124242,35524.6976
8124242,40056.5654
8124242,1500.8124
8124243,59578.9244
8124243,11566.5502
8124243,138783.9625
8124243,1500.8124
8124245,75056.3612
8124246,1507.1717
8124246,1324.8141
8134024,87.6792
8144296,231.2540
8144296,9.8332
8136921,1399.2910
8136921,17132.0420
8148508,11574.5360
8148509,16017.7885
8148509,32724.0410
8148509,11454.2450
8148509,3973.3984
8148509,10412.9500
8148510,25543.8355
8148513,986.4900
8148515,17768.8751
8148515,504.2060
8148516,154736.7322
8148516,47074.0447
8148516,68389.3196
8148516,19729.8000
8148516,23018.1000
8148516,18141.4976
8148517,68651.7249
8148517,98321.0610
8148517,117937.4500
8148519,47581.7010
8148519,9289.4475
8148519,65766.0000
8148519,18869.9920
8148519,117937.4500
8148519,1800.8149
8148521,59011.1366
8148522,18869.9920
8148523,1800.8149
8148525,2397.1023
8148525,8809.3557
8148525,5184.5530
8148525,8415.6285
8148525,1802.6662
8148526,24276.3059
8148526,23739.3885
8148527,2192.2026
8148527,1800.8149
8148528,65136.1031
8148529,1800.8149
8148529,39491.4447
8148532,1800.8149
8148532,493.2450
8148533,16091.9362
8148533,114.0982
8148534,1800.8149
8148534,22501.6991
8148534,15889.5413
8148535,22499.3390
8148536,1800.8535
8148537,36995.7070
8148537,6239.3829
8148538,88.7841
8148538,33224.1256
8148539,206.0813
8148553,526.0959
8148553,86956.5426
8148553,24081.0000
8148554,84000.7198
8148554,1800.8149
8148555,24146.5805
8148556,1750.5254
8148556,1800.8149
8148557,9999.1751
8148559,22498.7499
8148559,1800.8149
8148560,44997.7499
8148564,1800.8149
8148565,74238.0390
8148566,1800.8149
8148567,1800.8149
8148568,51699.3297
8148568,612.3178
8148569,11916.4787
8148570,1800.8149
8148570,22498.9416
8148572,1800.8149
8148573,34998.7499
8148573,8572.4492
8148573,4053.3891
8148574,1800.8149
8148575,97970.8485
8148576,1800.8149
8148576,54389.2445
8148579,24763.9177
8148579,11562.3984
8148651,162.4612
8148655,42.5396
8149022,62405.8682
8149022,678.3644
8149022,0.0678
8149161,7770.5719
8149161,798.6581
8149162,0.0799
8149165,10189.4227
8149165,1.0190
8149197,1260.5150
8149197,18207.7652
8149197,9012.9769
8149197,447.6061
8149197,8615.8501
8149198,34176.1589
8149198,40437.2022
8149198,4.0441
8149267,12960.5216
8150071,11828.1533
8150071,2344.8695
8150071,199.9944
8150073,14519.9227
8150073,1.4521
8150074,60403.0562
8150074,70245.0386
8150074,160.4632
8150074,678.9931
8150074,153.5066
8150074,822.0081
8150075,428.5751
8150075,103.1814
8152228,219.2200
8152232,13929.4195
8152232,9472.8360
8152233,10.1437
8152239,23020.0461
8152239,4382.0157
8152241,21922.0000
8152242,2822.4575
8152242,1692.1592
8152242,23619.0258
8152242,6030.3090
8152242,5844.4238
8152242,2466.2250
8152242,1511.5219
8152242,3162.2485
8152242,323.3495
8152242,0.5845
8152246,53.6782
8152255,6725.6696
8152257,50.5359
8152263,7679.6047
8152264,7651.9558
8152264,2262.8807
8152264,2580.9032
8152264,7260.9363
8152265,173.9100
8152323,443.9205
8152324,6.5766
8152327,1233.1125
8152328,60.8336
8152338,13093.8261
8152338,13851.6486
8152339,0.0000
8152376,2005.8630
8152378,6160.0820
8152378,42765.5450
8152379,4.2770
8152388,13615.5362
8152388,9456.2727
8152389,6849.9399
8152397,22365.0000
8152397,22364.0000
8152397,22364.0000
8152397,6816.9320
8152398,5480.5000
8152398,909.7630
8152398,20425.0961
8152398,6260.3559
8152398,44.4701
8152398,2449.7835
8152398,1370.1250
8152399,11530.9720
8152400,29136.6853
8152400,2740.2500
8152400,1820.6221
8152400,2.9140
8152401,5026.2533
8152403,308.5068
8152403,936.0804
8152403,1109.2532
8152404,1638.0338
8152407,558.0782
8152408,317.8930
8152410,144.1764
8152413,1424.9300
8152415,3397.9100
8152415,4746.1130
8152415,6466.9900
8152415,4110.3750
8152415,0.0143
8152415,1577.9319
8152417,162.2228
8152432,6135.9678
8152432,1097.1961
8152432,25.2103
8152453,17239.8146
8152454,227.4376
8152454,298.1392
8152454,493.2450
8152454,66.8621
8152454,101.9373
8152457,1753.7600
8152457,11070.6100
8152457,14030.0800
8152457,4384.7420
8152457,4165.1800
8152457,11001.5557
8152461,219.2200
8152461,779.3689
8152461,1243.9491
8152462,986.5153
8152463,175.3760
8152463,164.4150
8152463,6083.3550
8152463,1330.6654
8152463,0.0987
8152463,15403.9485
8152463,20945.3749
8152464,18628.2195
8152464,20868.3114
8152464,73327.9939
8152464,16934.7450
8152464,19729.8000
8152464,1882.8398
8152465,147.9735
8152467,142.4788
8152468,4119.1514
8152469,1972.7827
8152469,1234.4059
8152470,306.9080
8152470,250.0204
8152472,131532.0000
8152472,9810.0950
8152472,13298.7621
8152472,10961.0000
8152472,19911.7526
8152472,17954.1180
8152472,8027.1936
8152475,21196.8589
8152475,1745.6091
8152476,3178.6900
8152480,76.7270
8152480,76.7270
8152480,306.9080
8152480,963.2913
8152481,307.2390
8152481,69.0543
8163161,3704.4475
8163162,4232.7506
8163162,3037.9450
8163164,3288.2750
8163164,1600.4748
8163164,1446.8674
8163165,2987.0644
8163170,723.8732
8163170,876.8647
8163170,811.1206
8163170,735.0523
8163172,460.3895
8163172,438.4422
8163174,537.0791
8163176,164.4150
8163176,317.8909
8163176,328.2809
8163176,219.2309
8163176,237.8518
8163179,147.9825
8163180,109.6138
8163182,289.3524
8163182,230.1869
8163192,138.1316
8163213,220.7545
8163276,76.7270
8163285,36.1713
8161945,51.5685
8162118,3348.2616
8162118,0.3349
8163634,73.0678
8162940,6321.8773
8162940,5.4805
8163045,13701.2500
8163054,2336.8852
8163117,2718.3280
8163135,19185.3705
8163135,19021.7929
8163136,65011.8832
8163136,60285.5000
8163136,24326.8434
8163136,37297.7620
8163136,297108.8660
8163136,50639.8200
8163136,6708.8807
8163137,13799.1900
8163139,3304.7415
8163141,215.9317
8163142,4439.2050
8163142,3682.8960
8163142,5480.5000
8163142,8780.5239
8163145,7699.3325
8163156,7837.1019
8164469,0.0075
8163159,6576.7270
8163159,1612.8595
8163159,2850.0213
8163160,65.3060
8164713,39.6701
8165567,973.5374
8165595,859.9431
8165595,2575.8350
8168113,2849.8600
8168114,1.4249
8168114,16659.0539
8168115,1819.5260
8168115,60.8555
8182695,1.8633
8187235,320.0612
8200853,36.1077
8209491,1.4703
8211571,10.9679
8205074,31.2542
8205075,0.0000
8205921,7673.9583
8207390,14.8546
8228684,5.8126
8229628,0.0000
8229754,0.0000
8229767,0.0000
8229989,2.9317
8232060,23.1222
8232438,32.8282
8234928,0.0000
8235435,3.1820
8235463,3.8692
8233615,4.4589
8235627,6.3670
8235808,2.9430
8237266,9.0735
8237282,14.2076
8239947,2.1103
8238729,2904.3745
8240537,1.2136
8240820,2.1736
8239311,30.8333
8241074,2.5430
8241180,1.5904
8241411,14.4565
8241478,12.5503
8241531,6.2368
8241630,14.7776
8241726,7.3559
8241836,29.5947
8243516,10.4787
8246467,12.5370
8246632,1.0961
8243875,8.9963
8246898,2.5978
8246915,4.5203
8246937,5.3435
8246946,5.2141
8246962,5.6270
8247033,8.1904
8247056,9.0580
8247080,6.0761
8247316,6.1875
8247334,5.4060
8247367,6.1119
8247405,6.2971
8247425,4.2696
8247443,5.9507
8247476,7.0192
8247492,8.1320
8247540,6.1634
8247612,7.5024
8248265,5.8075
8248311,5.0037
8248345,4.8985
8249379,2.2000
8249379,13.9127
8249765,29.5070
8249831,9.0998
8249838,8.6460
8250235,8.1473
8250240,8.2218
8250325,8.1999
8254140,5.9047
8254148,18.1065
8254159,5.8247
8254520,5.5835
8254534,6.0362
8254553,7.4096
8254566,8.1730
8254588,6.6167
8254623,6.4933
8254654,5.5167
8254757,4.9427
8255174,3.8177
8256147,3.8144
8256159,3.8418
8253267,2.2000
8253267,25.8163
8261814,3.6500
8261945,13.5829
8261955,8.3698
8262099,5.5243
8262103,4.8996
8259758,5.0966
8263000,5.8236
8264783,12.4933
8265166,8.1440
8265750,4.4087
8261360,1.9291
8261393,0.9492
8261393,0.0002
8261474,0.9536
8261474,0.0000
8261500,0.9535
8261504,0.9536
8261504,0.0001
8261506,0.9536
8261510,0.0000
8272335,6.4845
8273258,1.0969
8273684,16.1654
8273855,10.3560
8273863,6.2916
8272069,13.9424
8274703,4.2035
8274989,5.8528
8274998,5.8933
8279174,23.8424
8279921,7.6727
8286394,6.5064
8280939,19.3944
8280942,12.1492
8280946,10.4349
8280949,10.1104
8280972,5.2154
8286451,5.9913
8286454,3.9032
8286504,3.9043
8286506,3.9021
8281642,7.4907
8282057,11.3030
8282068,5.3380
8292686,22.5840
8292830,10.2080
8292920,1.1792
8292955,87.3811
8292959,15.9318
8292964,5.1078
8293013,3.7465
8293026,11.2164
8293753,4.7571
8294132,5.0837
8295270,109.4149
8299226,76.2458
8299230,12.5372
8299254,22.5358
8299489,15.3454
8299835,164.4150
8299839,29.6210
8298041,32.5573
8298821,20.0038
8301785,13.4141
8302248,16.5204
8302350,41.5860
8304207,38.2210
8304209,83.3036
8304405,8.2208
8304673,9.8320
8305036,16.6278
8309612,11.4542
8310016,22.2197
8310150,6.5766
8310341,29.5136
8310369,163.0778
8310913,8.8346
8310926,12.4265
8310927,71.2394
8310948,4.8519
8311492,19.1818
8317281,54.9091
8317304,13.1587
8317339,9.1634
8312858,10.0797
8313009,10.0173
8313495,9.8726
8313610,9.8824
8313662,9.1272
